Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30,N=31,N=32,N=33,N=34,N=35,N=36,N=37,N=38,N=39,N=40,N=41,N=42,N=43,N=44,N=45,N=46,N=47,N=48,N=49,N=50
107897.2311,2.6699053353954083+5.536206320432289j,10.546030153414035+21.883245476793878j,23.640933539594744+49.106357743983814j,41.95522866383499+87.150226865254j,65.5199381137561+136.01571927290593j,94.21058532853282+195.68497141487686j,127.947712068552+266.1439374083859j,166.9193510741751+347.4315136472961j,211.85076710763596+440.0025454013111j,260.5599597737779+542.6687491386016j,315.6450675313362+656.6975723047749j,375.4197726803258+781.413256193266j,439.63777759410914+916.6158477672809j,506.82332903375675+1060.9864926290006j,582.16593359023+1218.5340275422984j,667.1150968686393+1389.1072371031316j,754.9781470551144+1569.3884903896806j,847.9088342593074+1760.319273890677j,942.7127273922044+1960.5127220319175j,1044.6905476279271+2172.5882856215558j,1151.7440168456772+2394.971315699924j,1264.6424127949406+2629.4107335504364j,1385.7017540849583+2876.161028562123j,1504.8711739097735+3129.8302574905697j,1635.5928792991997+3398.433359873237j,1772.916491281825+3677.842091540946j,1911.4527928138143+3967.264642194819j,2056.335911151889+4266.865438845516j,2212.1401126987607+4579.512766135471j,2369.672461365198+4903.184894223065j,2546.994822571801+5247.577834868096j,2712.6942401174706+5591.022975036834j,2877.835141211754+5939.338802325317j,3056.1368723250307+6307.729809002183j,3244.660284781951+6689.007787300057j,3443.002624357662+7083.27451263837j,3650.4187419981367+7494.137572712854j,3875.567582052753+7916.618275396394j,4053.4571061953147+8326.306518950158j,4276.738265407439+8761.540202951552j,4524.461417769368+9226.851923825612j,4731.002786960813+9671.940510079352j,4970.784085271451+10140.831877783943j,5229.466714978675+10645.566690622809j,5485.182809700691+11141.658142383725j,5724.836822702694+11636.18174359785j,5993.551900418176+12153.848281032786j,6264.711883493026+12685.543564954565j,6549.81463716774+13240.083083644837j,6947.0245335277905+13859.34264048285j
108720.4722,2.6985011419624114+5.561525999786314j,10.658399379881295+21.97982829212935j,23.8929406678912+49.32114643712442j,42.40274609595038+87.53079754976737j,66.21598017987661+136.60917184572855j,95.21492899522474+196.54193043051703j,129.31707798915107+267.3155249729369j,168.69183137018814+348.96773892690203j,214.11566572999433+441.92336578587305j,263.34526740734105+545.0711351496365j,319.0275344612726+659.5961191232221j,379.4407264413619+784.8392607811719j,444.3789290246732+920.6993115766841j,513.0726269436748+1066.2273096575846j,588.3921338937324+1223.9278991003703j,674.1757754200819+1395.3097090610681j,763.205605786424+1576.2961034830341j,856.783868786968+1768.2434652031689j,952.9976863407497+1969.214503881254j,1055.9077326266379+2181.893188278433j,1164.0763781884061+2405.575077317686j,1278.2130235800053+2641.089759041397j,1400.5934302473852+2888.76226872648j,1520.7308983479224+3143.60323927866j,1653.5003328623982+3413.3928511233703j,1791.3315588290168+3693.9691771388443j,1931.7303097215606+3983.7875681134333j,2078.522438430378+4286.031419064515j,2234.6045876422663+4600.560555644632j,2396.28424948999+4926.149598663883j,2575.4869977394455+5270.093726468336j,2741.464905804339+5614.517326177136j,2910.3207396265334+5967.375411610966j,3090.329903365632+6336.946979054032j,3279.782800591596+6720.253225612393j,3480.9059647622535+7113.606999619066j,3689.433545532866+7527.159519103476j,3916.6095903935634+7951.524488353362j,4097.17943360356+8359.524612643614j,4324.197398226137+8803.636030199214j,4571.867839692635+9267.2163759322j,4785.943037987958+9718.352140076502j,5028.173826295236+10193.00317686098j,5287.154183384469+10686.60314289232j,5544.549216687218+11193.62675347088j,5788.108997700872+11694.376751404801j,6053.999522451575+12211.910208390915j,6329.399527092152+12747.759275509443j,6633.870372825206+13293.195183602067j,7035.741903691564+13914.456642380488j
109549.9945,2.7274048937498385+5.586324357202206j,10.771412658043477+22.076060499493174j,24.14737645733054+49.5352279920019j,42.85453438035681+87.91260770889387j,66.92206174882836+137.20524427117314j,96.22926628975324+197.39689586768026j,130.70570798754716+268.4833101386976j,170.51341220344707+350.4864674971171j,216.4114261935673+443.84370544699806j,266.1679046553745+547.4371010602348j,322.47081603138975+662.4759212593376j,383.5661181225242+788.2754812181976j,449.12159042946513+924.6740499729343j,518.9571487189959+1071.121128886187j,594.8168661544296+1229.4235018939773j,681.4174180108295+1401.3811621507523j,771.5072419191571+1583.2214117092888j,866.1750713577484+1775.8239155978029j,963.3475292448645+1977.8939422384476j,1067.3060221680585+2191.510147419644j,1176.4865664676004+2416.150386099897j,1292.3844423093892+2652.5796077899286j,1415.810287564636+2901.4108873255723j,1537.7458893023152+3157.2129143796483j,1671.0967800474773+3428.9166087546787j,1810.8648096860006+3710.777123193259j,1952.1234367130198+4001.9018259749396j,2101.0657912205143+4305.330034381186j,2259.1751468766893+4620.096517672958j,2422.1494626997137+4947.006896134227j,2604.5059700060447+5293.709828153819j,2773.550920804883+5640.046276263223j,2941.2528581811675+5994.384931561545j,3125.0849323672323+6364.21417080757j,3317.388502487807+6749.90028097682j,3517.3409358703107+7144.99971923579j,3732.08744892374+7558.704996143918j,3960.345572670271+7986.498717562454j,4141.7846852841485+8396.627233180225j,4374.084879905248+8841.216489109032j,4623.724887126385+9309.07299817588j,4833.230590308119+9760.817323525236j,5083.7866375144395+10237.654157043158j,5347.435765871655+10735.721815822812j,5607.775129205255+11244.68700243425j,5855.303839513573+11743.985263289624j,6124.8880332888075+12262.787071871175j,6405.077375107102+12796.301778638588j,6709.019775509566+13356.737996536065j,7108.0067355839265+13977.701904967329j
110385.8459,2.7554664001239226+5.611633698455618j,10.88442973142101+22.17250570619986j,24.402291000621528+49.74991721516573j,43.30811215361529+88.29291561095962j,67.62938883249532+137.8003434174829j,97.2494479251725+198.2529566281374j,132.09467399743707+269.645272096821j,172.31562351420644+352.01390001680795j,218.70237894341193+445.7751196658634j,269.02203167917736+549.8330971695334j,325.9032809645643+665.3892379047512j,387.65430693336236+791.7323118436127j,453.9937674052077+928.7641943283982j,524.6048846770261+1075.9043124458601j,601.1820879916896+1234.738040541017j,688.7845556409989+1407.5352354926542j,779.6089154185005+1590.1664775564923j,875.4900488034953+1783.6301692412271j,973.6968824804494+1986.4830073129485j,1078.6652064347913+2200.9004897591085j,1189.1569852180035+2426.895265777509j,1305.9752923263488+2664.428843460351j,1430.972222782751+2914.2024484711255j,1554.3216424376708+3171.5580385882063j,1689.9305623291618+3444.0650528262945j,1830.6501954171379+3726.2171595578793j,1974.2236064373508+4019.7590192048488j,2124.4292366845643+4324.221410720158j,2284.951220670557+4642.173370586767j,2448.4960251252573+4970.353177709975j,2632.212644718262+5318.1558123540735j,2803.9839098105135+5665.244502021817j,2974.2543596739315+6021.05723055242j,3156.701736183396+6393.194069710153j,3354.4383762413454+6780.026507887134j,3557.461358901644+7178.38401196919j,3775.1296527395116+7595.0075132263755j,4004.148176958866+8022.836283129281j,4193.862517357833+8436.425980050753j,4418.707732749386+8881.382025852918j,4677.706145258287+9351.405567380314j,4891.9626274274215+9809.107926587476j,5143.863548160897+10281.676880186613j,5411.285472566002+10784.331456430902j,5675.150502574158+11293.216819453814j,5923.0057905293015+11800.55807112545j,6200.064136756453+12319.873628906467j,6481.077754854923+12861.88374165878j,6780.174614208495+13421.534546177492j,7194.849067551678+14042.799688780728j
111228.0747,2.7842667963853494+5.636219343805107j,10.999017383921322+22.267362753142283j,24.65934821399907+49.96330239625112j,43.76365769691468+88.67043463618973j,68.34261174379165+138.38856603097133j,98.2701694419791+199.10131867532277j,133.48838084443975+270.7995681721592j,174.13796889329834+353.53741525044035j,221.01470772815617+447.68169948871054j,271.8604879161671+552.170460822882j,329.36265414583175+668.2159499684459j,391.7330956239619+795.1034093393611j,458.8035649841257+932.7471689917336j,530.2837950101613+1080.5963406866017j,607.6441702268996+1240.1049755645497j,696.148060318595+1413.6678696783295j,787.9130290924307+1596.992875805146j,884.693709694946+1791.1224211042822j,984.0538313858257+1995.0908263469464j,1090.3388313506432+2210.9130636848067j,1201.9903903809043+2437.4156995429016j,1319.897004346996+2675.501174173218j,1446.6445257610205+2926.853710721519j,1571.4764979353947+3184.9857623898406j,1707.6792192071084+3459.007572066991j,1850.8620785448766+3742.9066120381426j,1994.514540391499+4037.043687726894j,2147.1687426481235+4343.052214565344j,2309.4757998244295+4661.326191077488j,2475.4905552789846+4991.085725321393j,2661.4606833390144+5340.531849809577j,2834.06312498838+5689.085166046769j,3005.7378430256376+6047.7451207387485j,3192.6052446157314+6423.161863330446j,3390.0101856050546+6808.958946185324j,3596.2971668614045+7210.603695203445j,3816.9051234736003+7627.519925637343j,4048.0518250322466+8057.787150128878j,4235.591882807579+8475.65000775733j,4471.587100824844+8918.482663224439j,4727.48774278059+9392.446174844741j,4940.897861380003+9847.530784436314j,5198.509610258331+10328.684749007816j,5476.838966962539+10837.776939608348j,5737.663005710525+11341.432225726545j,5988.392698933637+11848.736007144074j,6263.906034896716+12376.126129232985j,6550.464435970578+12918.115019790832j,6860.9816183729345+13483.046967097402j,7274.180508541164+14111.170483123993j
112076.7296,2.8130301982419947+5.661378588100476j,11.114154630067747+22.363070681066603j,24.91733578256888+50.177328760561394j,44.22186560759808+89.05036702138484j,69.05927769098294+138.9813367482615j,99.30185830801067+199.9549333433931j,134.88992730512754+271.96833486179764j,175.98144396141413+355.0482694913301j,223.35976146229245+449.60693345570473j,274.75293572527545+554.5657038184413j,332.8558316942479+671.1040877873808j,395.9001727159391+798.5690587411746j,463.6937582478542+936.8189698059854j,535.9663713810097+1085.3678385957612j,614.119824123684+1245.5492874949673j,703.4510872030171+1419.7284691011603j,796.3994387109926+1603.9631263329638j,894.2577698148898+1799.0544239629867j,994.645551379835+2003.6967483775509j,1102.168056787358+2220.507269428692j,1215.1523183612737+2447.9040516623863j,1334.1487766601992+2687.6363853868843j,1462.2434660578294+2939.8689842931894j,1587.9419336882709+3199.074365378931j,1725.9328771496153+3473.893021581754j,1871.111224219885+3759.0270124158646j,2016.7471225115432+4054.305141016789j,2171.0953516413165+4362.453305137686j,2334.484488984153+4681.368228308545j,2501.439686302546+5013.482951977238j,2690.6605801005835+5365.29763521425j,2865.61912088504+5715.272056654669j,3038.6955587375132+6073.885098292375j,3227.7475974553495+6448.778037939449j,3428.455138479276+6838.12708804098j,3637.0352195382065+7241.513598131524j,3858.2794597880943+7659.798935535406j,4095.0145285520252+8094.941762895032j,4282.560596828949+8510.150155359617j,4522.372871196609+8962.47292488435j,4782.7584760620075+9432.735824356903j,5003.186391921803+9892.30725027095j,5254.932704813349+10376.845282956467j,5529.801154174927+10885.404880343372j,5797.748232743345+11394.27260914653j,6056.282027421782+11898.15194432092j,6331.672750938653+12434.26423544209j,6632.256831726619+12979.99818591052j,6931.687907920727+13544.688678814413j,7353.063215319394+14179.586856199438j
112931.8597,2.8420296975241275+5.685517948948763j,11.229662717835923+22.45675163526669j,25.177762145391757+50.38740487537938j,44.684714243100856+89.42097407533511j,69.78132554372414+139.5603729081012j,100.33922268224104+200.79233691912412j,136.30387590165077+273.1048687172657j,177.82888300402794+356.5325411228578j,225.68854057650205+451.47395585002874j,277.64479508324786+556.8858283866616j,336.33316625331474+673.9408207842026j,400.06407200147413+801.9075673458752j,468.56874878209845+940.7467805227557j,541.6325490442899+1089.9592122307195j,620.6739619778114+1250.7574397435149j,710.9009020887213+1425.8180970505725j,804.6923803446311+1610.678119233016j,903.5123094074344+1806.627766161693j,1005.0579558827036+2012.328491245937j,1113.832340462492+2229.6309974247115j,1227.6889504546455+2458.136829769089j,1348.332682270444+2698.643458088367j,1477.363412597878+2952.261141887087j,1604.8225927724475+3212.5264945424533j,1744.7148796694496+3488.44032699055j,1890.9407514263614+3775.790296885215j,2038.8873944157624+4071.807361191945j,2193.1483865942832+4380.467848877802j,2358.9893611783486+4701.617270613551j,2529.836618669896+5034.228806244963j,2719.742581277527+5386.934662374512j,2895.311818495856+5738.723185739954j,3070.2937393444226+6100.311723883516j,3262.861454117199+6477.487748955583j,3465.7383728303016+6866.4078277294875j,3675.480992139978+7270.837119155076j,3900.571564249326+7691.950152019944j,4138.965782028161+8128.190637375093j,4328.56455573738+8551.34232190923j,4569.891185772312+8999.18835661913j,4833.373981628244+9475.858936864279j,5056.0274972759535+9934.407326152765j,5313.545872076631+10421.452953484019j,5596.866970499872+10930.241909487053j,5860.204065086118+11442.620293122063j,6125.347281225048+11957.203773119358j,6406.933041697547+12485.140672638483j,6699.409227145374+13032.652006485363j,7012.309305859389+13590.731431345586j,7441.073657721459+14230.655322659224j
113793.5143,2.8709492186334353+5.710073139818571j,11.34654603314153+22.552353036810374j,25.438727460695866+50.59944503179175j,45.147312300396564+89.8000284064882j,70.50568894600268+140.14903518994066j,101.37968728861821+201.63337308470875j,137.72527206758764+274.26199059807334j,179.68636886871383+358.0501803428714j,228.04084094421873+453.37918207568j,280.54672769626995+559.2455250816371j,339.8741762838496+676.7802296494292j,404.24785436138825+805.3012552286613j,473.4561229780092+944.7414425062099j,547.3391310296186+1094.5827029106892j,627.1293762102065+1256.1394509702134j,718.4065496989549+1431.8614220496163j,813.1620251315917+1617.5459124351703j,913.0665950773036+1814.1980127454551j,1015.5327261366099+2021.0228124519203j,1125.3667988578343+2239.421134211264j,1240.4673025769323+2468.792488778455j,1362.5906202022209+2710.292298957906j,1493.5283614611674+2964.8458772126532j,1622.094730163105+3226.2290412454013j,1762.977334327698+3503.4485831584957j,1910.2927292532252+3791.4456396194114j,2059.6972751653143+4089.935580488109j,2216.8273921389978+4399.002510331999j,2384.0480659225473+4721.447801759744j,2557.2799668445073+5056.167617156875j,2749.4094889623457+5409.159296856845j,2926.9412678793024+5763.3357051581615j,3105.6257533330013+6127.008008670518j,3301.3741914853504+6506.172240020518j,3503.73389288843+6898.388557117653j,3715.576166322284+7302.066434116985j,3942.737233281111+7725.834734931308j,4186.180731942785+8162.962585840836j,4380.371514191132+8583.491672548498j,4617.984513710033+9039.731631492818j,4886.281883793699+9516.317210481147j,5110.320565195829+9977.157266095894j,5371.451867067173+10469.283902886351j,5656.332857491173+10977.737674519982j,5929.184345913094+11495.97107160137j,6192.70710136022+12007.380138916005j,6474.997316123807+12536.52923131597j,6769.930541986794+13092.140312611413j,7093.615331326528+13658.056144022834j,7516.417954473328+14298.595483213143j
114661.7432,2.8997670055615985+5.734327321202746j,11.4630516480466+22.646108176186967j,25.701194234289215+50.809569037626396j,45.615379865688695+90.1726879540636j,71.23626373524797+140.7331288217251j,102.42806214653507+202.47414218458817j,139.15311659667685+275.4076762122898j,181.55577767690545+359.54879172735735j,230.42358971654272+455.2793339361794j,283.4812994740784+561.5931150817974j,343.4062043238262+679.6087029769403j,408.4857859780598+808.6517896104341j,478.4392895426485+948.7301745985815j,553.0970932939584+1099.1894142757571j,633.7401806213952+1261.4981302733754j,726.0262898207635+1437.8406649753058j,821.7429357451209+1624.2617012243245j,922.7028809605996+1822.0152530063576j,1026.470758947952+2029.3658433381033j,1137.4261263755589+2248.7715738316374j,1253.9186201690259+2479.364551031472j,1377.4623469545013+2721.868693597391j,1509.020041573298+2977.1629842950565j,1639.2975931829494+3240.202688940828j,1781.882972519721+3517.8891165781133j,1931.4838516212442+3807.1153463688834j,2082.31131806837+4106.752023152437j,2240.757409344895+4417.896961794474j,2411.6471678906537+4742.82643110786j,2584.291054966649+5078.005902225651j,2778.797559641011+5431.833826836478j,2958.45539089237+5788.915750263064j,3137.1973653990735+6153.182442455709j,3334.85303841582+6533.0648035867625j,3541.452490745991+6928.172162611259j,3755.335948436329+7336.119964688293j,3984.129838662464+7761.811466506111j,4228.428081218427+8198.825769284193j,4425.95217906565+8621.942262578263j,4674.8959685304635+9076.826741126226j,4941.164597158517+9556.075368790322j,5172.427322004391+10022.872206528267j,5427.834085644818+10511.342608283134j,5718.282734691871+11024.537661272754j,5995.948579931152+11539.466679830404j,6263.777731705615+12061.48021346106j,6554.324603711845+12596.087161796633j,6846.701734292367+13148.702615144493j,7167.098258717637+13717.99611843326j,7601.2623343511505+14358.79055131693j
115536.5965,2.929234454463999+5.759064558323243j,11.581024316305095+22.740288912614126j,25.966626388532525+51.0195693349779j,46.085739282686845+90.54319413680203j,71.97341239722138+141.3122791073917j,103.48651098345978+203.3042885431095j,140.60141644087435+276.5387950076417j,183.43447407995018+361.02978908704466j,232.81104061221694+457.1538557232777j,286.44340959681585+563.9177988040858j,346.9779188493562+682.4182590519642j,412.72477253705364+812.0371600801863j,483.47694192944317+952.6496359380628j,558.9288948310015+1103.8145372518218j,640.4664431091561+1266.6924664457401j,733.5897296584733+1443.8502388786617j,830.3670845415282+1631.0594816604996j,932.5001531605562+1829.348514176706j,1037.240148914563+2037.5777447687644j,1149.2790992736768+2258.1431055823014j,1267.053022264331+2489.640866309828j,1391.9760742121398+2732.9704380997255j,1525.0314263453904+2989.7341799338155j,1656.6322011228062+3253.9451544398507j,1800.8444633683455+3533.2106766209886j,1951.4808719791147+3823.4867192204147j,2103.3851925699664+4123.539131153422j,2265.7655946053537+4436.467885179994j,2435.952476035455+4761.656589838171j,2612.1786093746446+5098.345076974921j,2807.306836696793+5456.344759594514j,2989.9472087197128+5811.792600689454j,3173.415197747254+6178.127549758343j,3370.273464280479+6559.820904384982j,3578.1175947139695+6957.367989545939j,3797.182952134897+7364.356825370695j,4030.4341087123858+7795.706564957569j,4275.018056258387+8234.409358031306j,4475.420457450771+8659.607453586104j,4721.082460912562+9117.846443126064j,4993.854159903556+9596.187885079038j,5224.997546910647+10063.167811046911j,5493.763509502207+10559.384764675618j,5779.525252206406+11074.640510670715j,6065.409619687484+11594.927572720373j,6334.0948104821+12108.933003804183j,6626.777717780961+12648.819214921501j,6931.7712809176255+13201.75181636098j,7249.057428102786+13773.089146917198j,7690.923563306604+14409.971773700156j
116418.1249,2.9594288717165456+5.7831370716457j,11.700140289801848+22.834132155578438j,26.2341806554702+51.22923404860346j,46.55996445569452+90.91647028329452j,72.71155557198085+141.89352548782026j,104.55382898823011+204.13975649640216j,142.05007692673416+277.69181935177033j,185.33438285852188+362.51755368279834j,235.21645796397817+459.039549191654j,289.40224763383236+566.2492897132142j,350.56577777918056+685.2204241133176j,417.00669821464044+815.3601877592678j,488.46647510286545+956.6108015202828j,564.6794235826919+1108.4219140398898j,647.139123660184+1271.973166547802j,741.2843436726497+1449.795982189103j,839.122322831906+1637.7852168020956j,942.0382060287739+1836.9875826186367j,1048.0588179762003+2046.1419549949035j,1161.5219836730134+2267.278490967025j,1280.1350282287901+2499.874281420482j,1406.3757709930992+2744.653725634774j,1540.9832984470754+3002.032721186264j,1673.8551238360917+3267.201777733383j,1820.0945190438295+3547.766812058642j,1972.6132869156875+3839.2950891297223j,2126.840986260202+4141.140741416393j,2288.5323388430543+4454.643192992767j,2461.888935365038+4781.687399625615j,2639.488070865462+5120.407319132898j,2836.22404280297+5478.143075740655j,3022.492273649352+5836.006523898395j,3207.758362033348+6202.406421090685j,3406.021923917187+6589.0709831843815j,3615.6603341909035+6985.438547109923j,3836.598171031029+7397.988062299295j,4069.1268596992622+7828.785120231528j,4320.373807188299+8267.53143327716j,4522.700823256296+8690.409983654035j,4774.107260109223+9154.670231506841j,5047.537647383327+9637.873731369282j,5283.374063633941+10112.661212775407j,5550.908262279461+10606.570172710537j,5847.890945410678+11120.23186793507j,6128.310413014899+11640.257409103897j,6402.773548104799+12170.982138028205j,6699.95511170633+12697.038574111693j,7000.529238232431+13256.00022852873j,7334.370261535713+13829.954456330926j,7774.660474935275+14477.358740368569j
117306.3792,2.9880931328610005+5.80716475429556j,11.818275405250542+22.92711539150123j,26.500722980161004+51.43707623644797j,47.035844211075954+91.28733676747775j,73.45383129747009+142.47156182716057j,105.61770300554014+204.97141986227663j,143.50382996209507+278.81687889561647j,187.24007988114448+364.0093287548847j,237.6389978766498+460.92252236776716j,292.39388364574455+568.5543618729429j,354.1875737511374+688.0086959873244j,421.3163268913753+818.7690912256362j,493.5481030758854+960.5296608128983j,570.6181287702831+1112.985497761768j,653.8791126417401+1277.2353263457353j,748.8322419724087+1455.7346174375073j,847.7462415540397+1644.4521923067787j,951.8471977778458+1844.6052650596368j,1058.9254905017867+2054.5929735229097j,1173.707590118558+2276.770803539847j,1293.7171439039973+2510.1239965010404j,1421.1330342878966+2755.9408236797085j,1556.8399325026658+3014.3000526175474j,1691.4427023172727+3280.977513564389j,1838.7725191432057+3562.477196675287j,1992.759138992678+3855.4931956690175j,2149.4253097715323+4158.275186366409j,2313.0379732039664+4473.115956917759j,2487.493576512658+4801.780264076956j,2668.6077261912687+5142.377524298635j,2867.1557390461608+5500.944222791553j,3051.6080773444255+5860.925760721735j,3240.1532121406794+6230.749979332834j,3443.531429330775+6615.1307537978955j,3657.5759850794147+7012.356504148283j,3880.6387658560075+7428.668152903125j,4115.936620124247+7859.306549385689j,4365.823206515486+8303.345922664665j,4574.459689039556+8729.878609468313j,4824.816007593537+9194.483437939814j,5102.770426984001+9680.248705337483j,5336.655495319296+10150.91904065338j,5616.43945928385+10645.225422656898j,5913.180225426515+11169.886897423668j,6196.4671794171345+11688.290203696568j,6473.800792859496+12211.209911575925j,6767.898364179953+12752.735662086452j,7080.771304746743+13314.74932196135j,7411.192879593423+13890.15246149654j,7856.797024320669+14536.032145017869j
118201.4107,3.0180072915371094+5.831088737422415j,11.937353991242873+23.020006320516625j,26.769327048331416+51.64463465253679j,47.51082704621421+91.65447837781532j,74.19731840026141+143.04262405981385j,106.68802812755318+205.79776672924987j,144.96508974659224+279.9421358267147j,189.14305989092097+365.4799401480057j,240.0450785531437+462.77709770568606j,295.39209965715037+570.8560503685421j,357.80491341570405+690.8157201055619j,425.6005607184134+822.0487074774218j,498.59826570837157+964.3993043235307j,576.45060901311+1117.5147312931297j,660.5397618970518+1282.423881561794j,756.5575442997487+1461.5953755177563j,856.3486615260979+1651.2151451617535j,961.550495199236+1851.9405363501285j,1069.8979261292195+2062.901293689194j,1185.5574981512077+2286.084296011465j,1306.8253385702453+2520.312499230429j,1435.7842848081243+2766.93824126873j,1573.2622220075048+3026.7034163849366j,1708.809315517831+3293.546957111273j,1858.4356298849214+3577.233125713685j,2013.942761529897+3871.1343606194087j,2170.287030497676+4175.314449900607j,2337.2603969480974+4491.8082025178455j,2513.4536197482134+4821.438439221573j,2694.98472741352+5162.727510129126j,2897.8048073648056+5524.802723550955j,3086.8611990352415+5883.951715359473j,3275.034228310575+6254.626420732287j,3479.304402648788+6642.765833481344j,3696.9538260314644+7043.672769398395j,3918.6733442146015+7458.857018857551j,4159.163873161568+7891.060578459436j,4412.68091142891+8334.06547168626j,4622.0618516578825+8773.901784682967j,4877.677901245978+9234.18976879045j,5157.960213187323+9716.906320823091j,5394.1171304756845+10192.566897241535j,5676.720058171551+10688.922584960701j,5977.206280348969+11205.60184953798j,6256.6383407681715+11738.783820216066j,6534.1575102368215+12259.891489483905j,6841.939537598513+12809.910645347316j,7157.3898479284835+13374.787605020148j,7499.577248414704+13947.858387177206j,7946.182032236029+14594.29103802844j
119103.2713,3.048680796054829+5.855626467675428j,12.05782934916088+23.113490599928355j,27.041153787271092+51.85204426339733j,47.994570473020524+92.02427692376655j,74.95118592390848+143.61719311662844j,107.77121493380153+206.62294961478054j,146.44178277020018+281.07058038043226j,191.06358692230037+366.95206995298304j,242.49541227715636+464.6374282813449j,298.4093957951616+573.1529625051618j,361.4599911386336+693.6350056911356j,429.97653345326137+825.3933249705283j,503.69920030775774+968.3124435908609j,582.434956625802+1122.077701053617j,667.3852616865754+1287.6897747248731j,764.4002921201626+1467.4895221485901j,865.2404449029273+1657.9379859644728j,971.4832691644499+1859.61745314623j,1080.9353207308995+2071.1742278416978j,1197.7760435949754+2295.442268294275j,1320.426300222277+2530.6126571810055j,1450.9063077981002+2778.2620260861427j,1589.717184372736+3039.137675107387j,1726.9803664248634+3307.5643089731884j,1877.02194317999+3591.924332128379j,2034.4672469496654+3886.740951843899j,2193.818447939901+4192.049382137713j,2361.8507666517335+4509.696932456892j,2540.9393542339276+4841.4856537034875j,2723.02339778058+5184.531362248865j,2927.09153851224+5546.679789308604j,3118.4001836937127+5908.432914018056j,3308.1521027025933+6281.560603677831j,3517.59668588236+6669.305265707494j,3733.0101403141225+7074.529100789449j,3962.64671397992+7488.904504683571j,4203.929553331693+7922.616410492215j,4461.759532954566+8371.56490845243j,4672.176752261531+8804.494067314507j,4931.293958300779+9271.44649727122j,5208.031793020377+9759.789024750058j,5455.861941527209+10238.818992187717j,5736.32943013627+10731.480564662537j,6033.181750038302+11261.384094380865j,6332.692857455483+11786.506411126933j,6616.101183520283+12318.106527560722j,6921.863760247123+12868.367695528417j,7235.11421396763+13422.050961848623j,7574.861130709541+14012.073967977309j,8036.452593834217+14658.893050681616j
