Frequency (Hz),N=1,N=2,N=3,N=4,N=5,N=6,N=7,N=8,N=9,N=10,N=11,N=12,N=13,N=14,N=15,N=16,N=17,N=18,N=19,N=20,N=21,N=22,N=23,N=24,N=25,N=26,N=27,N=28,N=29,N=30
76172671.31,95.2778060045275+68.83948392645951j,374.6889697232085+85.2713856603041j,844.3260429369343+24.462369642905262j,1402.1639611585913-330.8241963646527j,1626.6250560374704-1042.3036698840504j,1392.5674279522927-1630.3069721505954j,880.3337055238084-1791.0561792195597j,618.7943063944048-1795.8115779735645j,439.42134225174493-1745.219311857558j,280.5606898893887-1577.8781789541647j,202.25022393665046-1575.2378263259461j,157.91854746293828-1410.2762378885777j,121.638851242818-1354.87984419302j,88.23323303067716-1246.2648344971506j,73.99232685643969-1248.2668378606486j,63.721682399944015-1190.4181067044794j,52.379660112567-1203.28998400177j,40.96648123321409-1073.5502583904583j,36.29373868293623-1097.2194814175045j,33.522965643101045-1011.281876556247j,16.94078784050076-988.251367144101j,19.907924015201715-924.0526385970304j,18.25766069973885-916.4095511157499j,10.23001323223037-868.5502099354733j,-17.13964215974195-884.3808179400908j,-65.89329658472205-843.7103705989268j,-132.52423322799038-713.9913716582653j,-94.6363340313661-643.8938077031926j,-37.51443069978157-596.6595225392122j,4.313502369948129-592.031782225166j
76753858.33,95.37495105978738+69.16040109244997j,374.95411672361513+84.96456706657463j,844.5870560389263+22.332961368775933j,1399.1000767707596-336.7447813642717j,1614.438488026129-1048.893305888919j,1374.9160735026267-1628.708968290773j,865.2423752870368-1779.3165916344915j,608.3433237911523-1782.1930283495124j,431.2040327363541-1730.635665884453j,274.1495645153784-1564.2198274994466j,196.73973641526538-1561.4950023162698j,154.23562230704343-1397.3876279466508j,119.4239088221788-1342.486253637019j,85.98593501558089-1234.2886577349914j,71.91828264630776-1236.3153424256252j,61.83651508320543-1179.0772845192148j,50.507312773138985-1192.013980643934j,39.54807783814439-1063.2403823060615j,33.526109565843974-1086.4205558552082j,32.349365187925784-1001.2239503335475j,15.311405620761409-979.5527519967956j,18.88958651614986-915.523820526414j,17.384077623733543-908.7959737631966j,7.2262489967526955-861.434020659322j,-23.026276773446195-875.3677039442169j,-74.81212863697937-830.188605486075j,-124.24647771396866-690.9391836218522j,-84.16150084225761-627.4327691483612j,-29.611921616645848-588.1912755881234j,7.852761208178983-585.1433467226216j
77339479.73,95.49977565554636+69.44136061537583j,375.21722584040606+84.47031895552462j,844.7484151992712+19.85658351442734j,1395.7051948300143-343.14496383139j,1600.6558333217718-1055.5846870007945j,1355.5435458283976-1627.2173528043998j,850.3574716906144-1767.1688619313625j,597.5405917207761-1768.7975751878564j,422.7520660461074-1715.875234423762j,267.4043023288687-1549.648631466191j,190.7202845937196-1547.2053264077983j,150.27394990789892-1383.8971760944462j,116.91951188603952-1330.2008147507267j,83.70002996174185-1221.9738474053543j,69.79066065194458-1224.0387596563376j,59.99098073877422-1167.4197825376275j,48.8864937125344-1180.4591608082585j,38.09721896746593-1052.6326170896202j,31.48840078887944-1074.760622158199j,31.622086548405033-990.8530111387755j,13.815328082026024-970.9223879489775j,18.50981568144109-907.1450180093548j,16.899721194001504-901.6195309974759j,4.526270018837374-854.3394300548395j,-28.119163622680727-865.9897662858494j,-83.15703807748318-815.431338679939j,-113.99240379825109-670.3646621800011j,-73.37379299437552-613.181528282243j,-22.320736874036257-580.3522872447826j,11.2179157009816-578.2458124813115j
77929569.34,95.60950236932452+69.73445145905988j,375.41342419830687+84.04496488105703j,844.6704956673351+17.41997091180884j,1392.0754081682694-349.20513989432334j,1586.8275988093303-1060.5488554696262j,1336.5763303469926-1623.9690167257315j,836.9293276030608-1755.2804845792064j,587.5646139064202-1755.5222622972622j,415.4028882220385-1701.3961015218756j,262.29797355125294-1534.9919158231114j,185.76519541338303-1532.8548936557293j,147.53568950938893-1370.72860453187j,114.8205287242197-1318.335474508986j,82.28096885299043-1210.1708890687785j,68.53224695265084-1212.272216306902j,59.00757730698139-1156.2619681584736j,48.073858413560245-1169.5192075632033j,37.34297886452233-1042.4295757012678j,30.551103960449506-1063.0212796688322j,31.564326453094107-980.9307775501156j,12.383174657578056-962.5147113787242j,18.225631300224478-899.3650893916599j,16.053609708235435-894.9085028957271j,1.44310341909314-847.3895198851571j,-33.403439941859205-856.8534251006391j,-91.36492497207203-799.3313665104168j,-102.90758462870032-652.2286588113326j,-63.0051011653169-600.6789624254039j,-15.75900902322675-572.9096596240698j,14.283419945633634-571.317575010841j
78524161.25,95.6835088624842+70.08464109044601j,375.5480738284538+83.80872226161777j,844.4610782404868+15.44828923634892j,1388.6719698523796-354.38479590712905j,1574.4460577677073-1064.2101896036331j,1319.6798285058478-1619.7494553826596j,824.5562898117626-1744.0563806554378j,578.6056510833807-1742.7059135932705j,409.2203532571466-1687.5782183746628j,258.5095788287554-1521.3401606515406j,181.63297710601694-1519.3530210661693j,145.5885687748855-1358.4441324151053j,113.057187393354-1306.9500953261709j,81.40085396623333-1199.1017074871465j,67.82542778964255-1201.220594446308j,58.44338531942593-1145.8376975712279j,47.4845482615875-1159.328245448641j,36.966360283281034-1032.7872219463345j,30.00263295522258-1051.9049914128752j,31.494688123146197-971.5726787663559j,10.699365458590725-954.378452553447j,17.421810499034148-892.0096928690294j,14.274049710368343-888.4045529809764j,-2.5259326996374987-840.5500785258581j,-39.86076236733537-847.6554467252291j,-99.50388891616312-781.5912987460283j,-91.73158818847944-636.2027692569081j,-53.331543152003626-589.4961658314767j,-9.906691695737539-565.6892838883259j,17.023385802081183-564.2969204417258j
79123289.81,95.75530463855559+70.43625629658543j,375.7011335850611+83.6142362468687j,844.372674280445+13.516932373752905j,1385.469856030076-359.656947521989j,1562.7118431457213-1068.3305466269028j,1303.0140370753318-1616.084834871579j,811.6513652964646-1733.1889803132556j,569.3130970404541-1730.4310400285435j,402.6457437626647-1674.4262536304097j,254.32510759718986-1508.3934506703279j,176.62984194276615-1505.982061222246j,143.23521249533496-1346.568063926645j,110.82386862196678-1295.678064693732j,80.156751483604-1188.36467869959j,66.65852708422516-1190.468303727451j,57.3727038063729-1135.7169515037717j,46.353389226118125-1149.4361825698982j,36.17880766284844-1023.385426955632j,29.058439675484326-1041.4555551436845j,31.003408241213155-962.4430781002648j,8.554988513273496-946.3863655973767j,15.94923770359278-884.8849881510444j,11.777763259246685-882.0847105832373j,-7.47345193174252-833.5137103817458j,-47.506360200964174-837.7611790977326j,-107.01147114406125-761.8123492214327j,-80.65748481614442-622.0665491217521j,-44.34978377426826-579.4290168514915j,-4.753970308620618-558.6317854673287j,19.43110225068316-557.1995836530558j
79726989.65,95.83455036221666+70.78582351053473j,375.8866958183226+83.36899334491454j,844.4176155226761+11.517851905300999j,1382.36739080616-365.28781436665554j,1550.707413527546-1073.399851506079j,1285.821867267158-1613.0927165448531j,798.0137267661665-1722.3328247108445j,559.1120042711524-1718.2454932319408j,395.18456454072-1661.4871125444436j,249.2901332015335-1495.4596097572519j,170.92099404637636-1492.0013338822873j,140.1021310727349-1334.5437476780126j,108.06760361916442-1284.1592703834053j,78.23624858559934-1177.413306164944j,64.8968461887608-1179.4916067383037j,55.730561652943855-1125.3994318312552j,44.59976587090647-1139.2595848939231j,34.91909024976733-1013.8152130059484j,27.935765800621404-1031.1077146275497j,30.162609542232925-953.158004903711j,5.98508774358738-938.3241118535999j,14.11310967870581-877.6371600287484j,8.755806470345437-875.8309328951383j,-12.796677816148332-826.1065703594842j,-55.63498303865372-826.6028683693655j,-112.59503545460004-740.1229698035656j,-69.83440772546733-609.6989972273894j,-35.96073708476006-570.3033496169517j,-0.053936236493097145-551.6621353361606j,21.70333833991816-550.0317180427213j
80335295.63,95.9221960262774+71.12967235309054j,376.0802809152854+83.07718844288064j,844.468745266079+9.33112782299295j,1379.1575881949216-371.36279876756566j,1537.6127278982533-1078.8366616671417j,1267.4438883726632-1609.7648398071303j,784.0657055233238-1710.8450005182947j,548.4219182897367-1705.6259639787402j,387.24926860969174-1648.1824835399705j,243.93017247612923-1481.9361132536915j,165.32053022772442-1477.208359723398j,136.84643799991179-1321.9401314803904j,105.20219787992342-1272.1849400056497j,76.24654461117788-1166.0554175983084j,63.07866875975557-1168.1610909106287j,53.97710052943015-1114.6565975352403j,42.82039944074044-1128.6289397598757j,33.63028827212559-1003.8887843797653j,27.056324932040102-1020.3494428708203j,29.40002432422944-943.5786850609353j,3.2680809735723466-929.9832535873827j,12.343508684965629-870.1477588400105j,5.24559909078485-869.3292134586326j,-18.526100462509415-818.3101148215596j,-63.682289657896874-814.23279599729j,-115.63602637625219-717.4150494927823j,-59.5501906667628-598.8594613799766j,-28.237965595775098-561.9455419314288j,4.276593881229478-544.7449562477465j,23.850186167633495-542.8190287481837j
80948242.9,96.01472953454909+71.47677324899355j,376.2626742390913+82.76380485465694j,844.3906036854125+7.0055666469711175j,1375.541380508949-377.6557498452475j,1523.5521348596174-1083.55614196199j,1248.66536627672-1605.2213340456851j,770.6465023185355-1698.5549312224657j,537.7702721651721-1692.4500091908278j,379.25819611427704-1634.4838617224607j,239.14063313488813-1468.0302640447426j,160.4036090043306-1462.0883154685587j,134.0292853983099-1309.0949910420816j,102.61802535446944-1259.988673265224j,74.63275288904502-1154.502274078023j,61.56363587645845-1156.651221544329j,52.555956377316555-1103.736023049071j,41.48073085141142-1117.8141029498395j,32.64289882927162-993.9142893271655j,26.83067400234404-1009.9699136003865j,28.993332607844632-933.882166025276j,0.4645088106352573-921.5111908230225j,10.797193698285595-862.8105495337322j,1.3539494603929725-862.5331522202235j,-24.702211003580114-810.0969659171907j,-71.5767964733265-800.880950592632j,-116.3308796659738-694.4126226658019j,-50.05856394554419-589.2218200279286j,-21.2703528240172-554.1488792550563j,8.179864246445277-537.886094539255j,25.82119426011375-535.5645758593959j
81565866.87,96.09097492224643+71.82442381182302j,376.4150992324739+82.49041572653768j,844.1876309260009+4.777963460856234j,1371.6583122105678-383.7589936535903j,1510.0232735224727-1087.0002905280035j,1230.9755893258132-1599.4922576810625j,758.5786901108243-1686.4807828070327j,527.8713962644455-1678.8738415215782j,371.85230719125633-1620.7001897011062j,235.04134820427245-1454.5283210020468j,155.80345577171164-1447.3533680221462j,131.87124870184337-1296.5299856045974j,100.61276630364105-1247.9709052337437j,73.4597666441049-1143.3240459345839j,60.4610647328836-1145.4805982013431j,51.580180178148495-1093.129753740776j,40.51959061014802-1107.358122914212j,31.976381933605577-984.2126395170234j,26.383602733337934-1000.3326180759112j,28.90405394838054-924.5057480257469j,-2.4231557101331527-912.9791145099817j,9.115994707918652-856.0775932595104j,-2.970213147550389-855.6404407237567j,-31.738178219040414-801.5694112980137j,-79.86353679406332-786.5215532555584j,-114.72036822273117-671.3540644220377j,-41.38106877764557-580.438588143155j,-15.017840464409458-546.7187653025104j,11.714310269565317-531.0432386296852j,27.628910969747654-528.2534153991841j
82188203.23,96.1328328023495+72.18996242379528j,376.51457701371356+82.24128976530602j,843.9218884153945+2.5933617697713673j,1367.4317635063196-389.7816032388566j,1496.5326431218361-1090.1394871217717j,1213.8721338661585-1593.4014030564394j,746.6126424105719-1674.8709949217973j,518.5700795043576-1665.4806753000357j,364.3353536832077-1606.9787777899903j,231.08811218118132-1441.2132580449402j,151.15792167052768-1432.1264979171706j,129.8586002403912-1284.1769842230199j,98.64193629585941-1236.3212228483962j,72.35898215717475-1132.3344403455308j,59.46954403641121-1134.3758794956293j,50.65483075072839-1082.6485111986772j,39.6146122596042-1097.1364046586652j,31.38411333600933-974.6438242515216j,25.667721320610717-990.758762899577j,28.862260620784504-915.3328459782265j,-5.400654036836771-904.2961707088717j,6.902603394500194-849.6936818210046j,-7.944229451674212-848.3846208594367j,-39.56461469903124-791.7393380626062j,-87.90738104741362-770.3701786159298j,-110.58893613249253-648.8371698794757j,-33.469181758547265-572.3467784655829j,-9.384854389739479-539.5457628324856j,14.894935272583853-524.1498194349383j,29.288789997660214-520.8299561340203j
82815287.93,96.16900234292203+72.58026724421707j,376.5946452043072+82.00763374523827j,843.5135994121296+0.43496003692392643j,1362.9093979026372-395.4786196123464j,1483.242629494772-1092.7378447070485j,1197.7151216380569-1586.9765171032598j,734.5044188297269-1663.722610945407j,509.14423853636896-1652.4890410074106j,356.5739011667956-1592.8418038173018j,227.22048974991324-1428.177979726183j,147.05481166561577-1416.4577929013108j,127.84322352103304-1272.174897291237j,96.26774624825738-1224.7052525396718j,71.13971449466216-1121.5552963068085j,58.4559484040902-1123.5249204105546j,49.65711481033334-1072.3735389107628j,38.60978968638713-1087.0988215818584j,30.58345375468633-965.3588194058626j,24.59002643143889-981.6046182407989j,28.79855121086125-906.4019464611553j,-8.437730322173216-895.5527182715016j,4.05898766319889-843.5173151036561j,-13.212586303617845-840.675080011846j,-47.322349740492605-780.9219683600751j,-95.36396457536664-752.8076751732577j,-104.351701625388-627.6728044190022j,-26.352754070360614-564.7981743622358j,-4.339135882014032-532.5480225206405j,17.76179536916953-517.1892080268854j,30.816570996624165-513.3197959786421j
83447157.21,96.21550757330911+72.99432812409466j,376.675305445485+81.79805011314723j,843.082450452096-1.5996175622037954j,1358.3665050496097-400.92542401708977j,1470.4782938114472-1095.1208116210582j,1182.1191992198949-1580.824810880794j,722.160146896547-1652.6799611654292j,499.65068946214933-1639.4116432010235j,349.287861325305-1578.2936246218762j,223.35708390013139-1415.2949464144274j,143.7503402224625-1400.9943249544078j,125.85266508593499-1260.302221551804j,93.96332957403834-1212.886637902696j,69.89470161584138-1110.888739158062j,57.433497864303924-1112.7743794497233j,48.65620094587441-1062.2064903224862j,37.5575978897568-1077.2777311509215j,29.861177794581316-956.0305314793793j,23.228368369869294-972.2457116822968j,28.785843828622053-897.6451703087969j,-11.291019235888042-886.8873804975207j,0.6915753317837152-837.373317754321j,-18.548355776334173-832.7429765371214j,-55.071471918036586-769.439707408795j,-101.78171120487877-733.6072424799671j,-96.45926108940444-608.2321028044393j,-19.941256566090395-557.632883078638j,0.2247135074559464-525.6675294316681j,20.39860088885666-510.1616470992039j,32.268277942781026-505.7104959920695j
84083847.55,96.28005863657921+73.42384444420757j,376.77588351651065+81.6180504766362j,842.7789303197303-3.492428626311953j,1354.201012770942-406.20195188473656j,1458.6849640967791-1097.8956172464386j,1167.3793885897448-1575.6284491036804j,709.1619361670955-1642.077667498114j,490.0100400313829-1627.012492515804j,342.245628386406-1564.263520740051j,219.4747467349572-1403.0871166264917j,140.21394341657492-1386.31216774632j,123.74864776295155-1249.0450093522131j,91.34110711560291-1201.3080180800396j,68.4899194180911-1100.6193698518512j,56.218827021603154-1102.5395177388623j,47.48745987049582-1052.506155400729j,36.243935107380665-1067.8860259881942j,28.893172112566685-947.1321305402835j,21.686088364386634-963.0089008991722j,28.69857010362064-889.3269311951805j,-14.54858024756153-878.6008273737256j,-3.5058957416156056-831.4282681944985j,-24.554317853733398-824.8704638486157j,-63.32166712562489-757.1902004247108j,-106.84356400634955-713.1874435173231j,-87.60029579518908-590.6523161579527j,-14.198912365102178-550.725157185598j,4.328567967273912-518.8662345620792j,22.830947246514-503.08596115743035j,33.669967484218276-498.0143427159355j
84725395.76,96.35474313302433+73.86582543466109j,376.92782614779225+81.4799435848156j,842.733093210942-5.377911550431051j,1350.6301921163617-411.9122830009382j,1446.9678524084995-1101.9890511661972j,1152.0142953894833-1571.9966505504497j,694.94716900736-1630.6416130661994j,479.1768290777548-1614.6689453763165j,334.59712944398274-1550.1457761739744j,214.6767502852607-1391.2170467390151j,135.88310284635907-1371.1039706198264j,120.89396624779184-1238.0057717010318j,88.4194517900065-1189.2243408202194j,66.4845156296265-1090.419852846179j,54.3509457871873-1092.3398653789477j,45.707921371412624-1042.8587109032298j,34.256133749418716-1058.514188555645j,27.40435316972657-938.2418198146576j,19.60179213665185-953.5513194650318j,28.20088915948014-881.2027756633053j,-18.497647047960857-870.2011471498746j,-8.773927673448751-825.2372428190248j,-31.4043636761387-816.2804779996856j,-71.96748868514766-743.3490734357111j,-110.20108763484897-691.3395080347673j,-78.07312448195407-574.8091820653408j,-9.031740441190069-543.9775083394168j,8.034094560226588-512.0747428004513j,25.067465423198993-495.9422480138894j,35.04446737599394-490.25601799310033j
85371838.89,96.44664555131523+74.31420177713181j,377.11788665468055+81.30690055462412j,842.843069879774-7.592811664540046j,1346.5108627314112-418.51378213781425j,1433.6823025092276-1107.1601235873086j,1134.4529524668721-1568.1905743666184j,680.7333723145489-1617.0611391037755j,467.17754838577866-1600.8616378123086j,326.7361644460735-1535.034593574633j,209.01161581737475-1378.59380807581j,132.05971831987347-1354.1726497414345j,117.39607421957268-1226.2607720593344j,85.66151038942633-1176.2057881094959j,63.980261654097646-1079.6038572171246j,51.9392740548974-1081.567253257523j,43.47861527609154-1032.590361063637j,31.71465590233791-1048.4803032838797j,25.493995043228683-928.797516091407j,17.55593499488427-943.2112082354568j,27.36363689053558-872.858265270865j,-22.868859308890094-861.128717123645j,-14.964579766088383-818.1067380537006j,-38.70168751202519-806.6751028097322j,-80.2128359324525-727.6704722434733j,-110.98418889792768-668.4977562903861j,-68.21742624129881-560.7627569986113j,-4.372940344590082-537.2793419914447j,11.396192626541014-505.227990986416j,27.13464630522255-488.68019400058796j,36.398869601673816-482.3995327401064j
86023214.3,96.54707168247245+74.755992442574j,377.3082835315288+81.06691624293627j,842.723007046067-10.135264106151736j,1341.2881182013175-425.0759475505082j,1418.6302989075848-1111.391451647016j,1116.028470860793-1562.62889479583j,668.5155004110001-1602.2484188973242j,456.0281699783619-1584.5807672831713j,320.0086161334531-1518.7834292815292j,203.74068653566155-1364.551223347394j,130.68038308969682-1336.7793332390202j,114.226982753025-1213.5491698494418j,84.15408060166529-1162.788911910396j,61.85120933378746-1067.9417279792567j,49.90212199501124-1069.8730450957007j,41.53840731546307-1021.551638773487j,29.614147391474294-1037.523301925544j,23.972918822525237-918.6206033199363j,16.49424724136442-932.6953486663875j,26.64381186581045-864.1897285821707j,-26.989554959490132-851.4481612944359j,-21.366880239748866-809.8673265760655j,-46.23267169474039-796.1073973096455j,-87.70968034964321-710.3337203391686j,-108.84191238804148-645.7819335051498j,-58.48580505912785-548.4467638038425j,-0.1368907980160459-530.6426300017274j,14.508011547832508-498.34209550367507j,29.100353594361938-481.3231691316328j,37.766910461546765-474.51796523956676j
86679559.61,96.63889502972218+75.18958699045352j,377.4580964535536+80.81450534516027j,842.3260824248218-12.656266773834352j,1335.8169361890793-431.06199106373606j,1403.4528942926158-1114.2614434182153j,1098.3607898352516-1556.1026102272897j,657.5658237557709-1588.3115219759309j,446.769945336719-1568.0667852427785j,314.58736419761107-1503.0583605053562j,199.35521935680143-1350.569396348911j,130.16256268410842-1321.022192943595j,111.72745336612323-1200.8905034320937j,83.25101980481104-1150.0483509118435j,60.30788082041311-1056.371623867579j,48.47588871993832-1058.179184287137j,40.150728507958604-1010.5007264683801j,28.073910127493516-1026.6264303759808j,22.94927588524326-908.5500769127533j,15.34365142567544-923.0147824954747j,26.091126204335527-855.6562872713531j,-31.1346109828251-841.6762252437028j,-27.992486338206486-801.0153653414473j,-53.809656347832124-784.2173963588364j,-93.75662155421945-691.2219891970738j,-104.2180032368079-624.1241331795602j,-49.237772075687836-537.5660455618715j,3.6993276646239144-524.0239240871829j,17.36350509030641-491.4541445521498j,30.975336718977022-473.9073308449204j,39.072318108320545-466.6490006521502j
87340912.74,96.71959881221774+75.63653926877973j,377.61034716839447+80.54377053347324j,841.9258387109617-15.2634111494989j,1330.394735709956-437.424963432357j,1387.9729047419098-1117.3782035589052j,1079.9033493050338-1549.583290499265j,646.1761300525891-1574.7066920901746j,438.11716399724776-1551.4981701185047j,309.07069381610626-1487.8371088465042j,194.84000245982682-1336.425908044021j,129.79821870630155-1305.3657788603418j,109.11092565132898-1188.1191609036157j,82.32254234605038-1137.5598630657128j,58.7057098938512-1044.6133485838761j,47.1323258470138-1046.317649037599j,38.86149701415179-999.2614832574301j,26.57453178459663-1015.5176028976623j,21.98162266657952-898.3748727941145j,13.774533817863333-912.6456954628418j,25.259613059480387-846.8803924940084j,-35.393460758865075-831.1329044265201j,-34.88983699433725-790.952919702614j,-60.887454148957566-771.0936445520582j,-97.90064622092798-671.1298353587085j,-97.78009236691142-603.9637907516507j,-40.63624583275454-527.8192734124074j,7.138790999234839-517.4183457659511j,19.923560001470605-484.5266436093715j,32.687247291408625-466.460977409545j,40.271578196291344-458.73676996996943j
88007311.91,96.80602028833226+76.10592480005022j,377.7174419552067+80.2371186715589j,841.1972651495471-18.061152381915242j,1323.702646679332-443.7816920257113j,1370.8678780136058-1119.0232872459187j,1060.8267848480712-1540.3607912098564j,635.454176647999-1559.6376872389662j,430.72358271763983-1534.2183983689722j,303.96982426368487-1471.9327967925622j,191.1274200340645-1321.1867790724602j,130.9487389302392-1290.010225231308j,107.07738219509812-1174.574714643141j,81.99406223868309-1124.846002642455j,57.76359927156278-1032.2619120361546j,46.50612834967594-1034.0025005416458j,38.28443413465473-987.5250301370373j,25.88441047741157-1003.7981119725378j,21.61529042630317-887.8357863875494j,13.369656467916636-901.7078895024587j,25.158219407240036-837.2203948425343j,-38.44212584999551-819.8066739550286j,-40.67513323554586-779.5138219654617j,-66.51021654761904-756.9699912759493j,-99.59893015862718-650.2480859257959j,-89.71360085424143-585.4996292558565j,-32.60677301017492-518.9211237100543j,10.304331174883291-510.7265140257611j,22.311989058041235-477.4569546330475j,34.301397408762845-458.8668394412135j,41.477298542640895-450.68696651026846j
88678795.61,96.88649464208083+76.58266976075517j,377.70789833645995+79.92602751825991j,839.9018670151346-20.616446214987693j,1316.0854968359572-448.7250643233809j,1354.0228983871496-1117.6971739108367j,1044.123739704015-1528.6132497960748j,626.9494797349784-1544.4323318123957j,425.53583123982787-1517.3826734091342j,300.446784813067-1456.149133135742j,189.3587849781576-1306.1328938118945j,133.1570089359538-1276.7593229726822j,106.63765177385778-1161.0897010078831j,82.59331215414952-1112.7947414156822j,58.18693820997508-1020.1661980648871j,47.12975710227304-1022.0605120685842j,38.979559717104706-976.2716232933723j,26.699318055779397-992.6328542426502j,22.25139821184804-877.7478680009517j,14.147269295755155-891.907652164893j,26.943189332866698-828.1617708476227j,-39.99090211699237-809.8468068626568j,-44.9434953500115-768.8097020548178j,-71.16221486612497-743.9728759664583j,-99.03261065541612-630.5452673919527j,-80.84545112634102-569.3026021034322j,-25.274829222960765-510.82844405510696j,13.291481860972247-503.972515633144j,24.605314884255336-470.2927234477989j,35.90906609647931-451.11989020805083j,42.73449035310434-442.586092667922j
89355402.64,96.96894109152424+77.08364547267556j,377.62421220639595+79.72098596614954j,838.5450400864606-22.635643932703577j,1309.1725439675552-452.3155061112226j,1339.8542238974273-1115.3075796845055j,1030.6559490075551-1517.4338954714617j,619.8093724281135-1531.0642523964432j,421.36786068618807-1502.570797974619j,297.74390234865615-1441.899505304377j,188.43146666357964-1292.8138785151032j,134.32151678122088-1265.6183585265892j,106.81141950701442-1149.0830148055993j,83.12865707980575-1101.9529372313616j,59.028960868753444-1009.4393763079787j,48.02182606370041-1011.450997066389j,39.886796437604445-966.3608503889216j,27.705991806625672-983.102229500321j,22.988590479332718-868.8230643031369j,14.489574692824005-883.5031328750413j,29.061907335798548-821.2958686599869j,-42.55818811392523-801.7533532576865j,-50.11317995379048-759.4037830208454j,-77.16897265881381-731.19327660348j,-98.2224961761859-611.5060499294385j,-72.14806537049274-554.7671327809168j,-18.75354743304687-503.23248961012104j,16.020475407257976-497.26201386233316j,26.790679578530256-463.1308691594253j,37.535836116879146-443.33942133190203j,43.9822866735748-434.4964846284001j
90037172.09,97.08247151408621+77.59236073295368j,377.6749174960737+79.56888865279164j,837.7189638291972-24.55593987921233j,1303.5695883114035-456.3355304178152j,1327.0407124259755-1114.6404959389147j,1017.5722110740032-1509.0517872874918j,611.7371616195547-1519.5897254390875j,416.02793531023895-1489.5753159037188j,293.90981524637095-1429.1756889873313j,186.41648619129808-1280.8760415862666j,133.3239158371081-1254.8467442914005j,106.01350218617223-1138.194642383546j,82.720634519961-1091.774620060035j,58.92790776041711-999.6227763318575j,47.95957677324474-1001.6938612762331j,39.808280986580286-957.2306110697705j,27.56717452938981-974.3899178782019j,22.867617184461487-860.4910824535823j,13.743883955062742-875.53795094194j,29.809000289051266-815.8096410964554j,-47.06138497153-793.6519035025406j,-56.99572069639751-749.4018091540614j,-83.97433844386191-716.875538163011j,-96.27865845982458-591.9326072471367j,-63.41990025090731-541.4448867670073j,-12.915804763079548-496.0017473715066j,18.444635875459312-490.6168034562406j,28.77165590472831-456.0523321394403j,39.066861572529945-435.6751244733489j,45.14051081108578-426.48222522093306j
90724143.35,97.17228261642785+78.1267364267634j,377.64502451740304+79.42310584236216j,836.6142049209498-26.597560014681704j,1297.0694859057203-460.4464661389046j,1312.9727420402116-1113.296236937064j,1003.3601008823769-1499.2593231849019j,603.4826173851853-1506.8710952756473j,410.58239957899985-1475.113532977957j,290.02088285597404-1414.9116840174947j,184.45861422698806-1267.7838060104937j,133.17003113799865-1242.296206792062j,105.28784492273029-1126.3493444769383j,82.42874622640676-1080.8614183052148j,58.9550530264062-988.9929083874845j,48.0481223015188-991.0299034947989j,39.90560226030366-947.2824458611658j,27.627423029603428-964.864713935253j,22.93141918708387-851.4823685015486j,13.117716023269423-867.1995590151988j,30.163334095129635-810.0222481543491j,-51.62244534125298-784.6094411727938j,-63.71706411116814-737.8766743737388j,-90.03024427272366-701.0349065947039j,-92.34112087727617-572.7302177987675j,-54.51728663942194-529.4038797336534j,-7.512885630510655-488.88683128927846j,20.742406519494253-483.72693331762883j,30.690923891012705-448.7498671943115j,40.58517202886661-427.7759132391574j,46.31771344023273-418.266631097455j
91416356.1,97.27865042507723+78.68489549592226j,377.5790541852702+79.32494579676012j,835.3108499544173-28.41853562625031j,1290.4659483677808-463.5752589881657j,1299.739422841307-1110.6402521028608j,990.9242980534956-1488.7098012217425j,595.9970568895563-1494.530952883028j,406.39508189974765-1461.156174812362j,287.3536532644634-1401.0867915223082j,183.47958599302743-1255.2507193601266j,134.07929090813982-1231.096124180294j,105.35176868240914-1114.9582588840858j,82.477553744344-1070.3507219053918j,59.50420314492245-978.8624283340863j,48.714570067255714-980.8730026443621j,40.546951677845186-937.8582622154895j,28.15020889939358-956.0112492043488j,23.410556105782657-842.9896853723508j,12.275094418636298-859.3146025618495j,30.34438663498632-805.0986007574015j,-56.738621213186896-775.8574242865072j,-70.704547574914-725.9873138290009j,-95.77455200204466-683.9291988385024j,-87.02097796376532-554.2806308416995j,-46.01385622038754-518.702427151396j,-2.621148426547758-481.99638852203003j,22.91288700772116-476.79390015580464j,32.54067000024033-441.4039070399326j,42.11436349391255-419.84860229361925j,47.51543678282664-409.990863937189j
92113850.34,97.3892406705712+79.26870467982715j,377.50557794369826+79.30767194106406j,834.0386082911743-29.873831863270706j,1284.6745337482578-466.1717135257751j,1288.2992730568553-1108.1777021942014j,980.0420103430993-1479.3585474919576j,588.7624771334762-1483.0645167134326j,402.34294349077544-1448.6034469492602j,284.8308226066473-1388.477764244459j,182.35022395227347-1243.8966735020467j,134.04171389807303-1221.3738746251647j,105.30359435096011-1104.5206204754772j,82.35053581955988-1060.3575205032373j,59.82276639151635-969.4502736855779j,49.1886025760919-971.4812358126809j,40.90995614316667-929.2320325149266j,28.277596011741586-947.9771076766084j,23.58073161085888-835.1468669572515j,10.922228003236658-851.6471661302753j,29.518692616513277-801.0779659293911j,-63.22176068604439-766.8350887820786j,-78.52313724667393-713.0117300715558j,-100.57361466951969-665.2047637763591j,-80.31227371691823-536.8683249760174j,-38.09550894542625-508.9020170293888j,1.762659373700489-475.18884237473884j,24.923137041940397-469.8050180708074j,34.28539124832276-434.02608447463047j,43.60447239686141-411.89058409675283j,48.721856698339394-401.6823698638957j
